name,fighter_skill_summary,url,fighter_skill_record,quote,fighter_nickname,fighter_degree,fighter_lives_in,fighter_reach,fighter_weight,fighter_leg_reach,image,fighter_age,fighter_height,fighter_from,fighter_college
Alonzo Menifield,Freestyle,http://www.ufc.com/fighter/alonzo-Menifield,4-0-0,,,,"Dallas, Texas United States","76""",205 lb ( 93 kg ),"41""",,30,"6' 1"" ( 185 cm )","Los Angeles, California United States",
Jamelle Jones,Boxing and Wrestling,http://www.ufc.com/fighter/jamelle-Jones,7-5-0,,The Beast,,"Coeur d'Alene, Idaho United States","75""",205 lb ( 93 kg ),,,30,"6' 0"" ( 182 cm )","Atlantic City , New Jersey United States",
Chris De La Rocha,"Athletic, explosive, well-rounded",http://www.ufc.com/fighter/chris-de-la-rocha,4-2-0,,,,"Washougal, WA USA","80""",265 lb ( 120 kg ),"42""",//media.ufc.tv/fighter_images/Chris_De_La_Rocha/DE-LA-ROCHA_CHRIS.png,38,"6' 4"" ( 193 cm )","San Jose, CA USA",
Jarjis Danho,"Power, agility, endurance",http://www.ufc.com/fighter/jarjis-Danho,"6-1-1, 1NC",,Man Mountain,,Nuremberg Germany,"74""",265 lb ( 120 kg ),"42""",//media.ufc.tv/fighter_images/Jaris_Danho/DANHO_JARIS.png,34,"6' 2"" ( 187 cm )",Malkiya Syria,
Timothy Johnson,Will to win,http://www.ufc.com/fighter/timothy-johnson,12-4-0,,,,"Fargo, North Dakota United States","77""",265 lb ( 120 kg ),"42""",//media.ufc.tv/fighter_images/Timothy_Johnson/JOHNSON_TIM.png,33,"6' 3"" ( 190 cm )","Minneapolis  , Minnesota United States",
Ben Rothwell,"Well-rounded, size, speed, strength",http://www.ufc.com/fighter/ben-Rothwell,36-10-0,,,,"Kenosha, Wisconsin USA","78""",265 lb ( 120 kg ),"43""",//media.ufc.tv/fighter_images/Ben_Rothwell/ROTHWELL_BEN.png,36,"6' 4"" ( 193 cm )","Kenosha, Wisconsin USA",
Greg Rebello,Striking,http://www.ufc.com/fighter/greg-rebello,22-7-0,,,,Cranston Rhode Island,"73""",226 lb ( 102 kg ),"40""",,35,"6' 0"" ( 182 cm )",,
Daniel Jolly,Explosiveness,http://www.ufc.com/fighter/daniel-Jolly,5-3-0,,Werewolf of Texas,,"Coconut Creek , Florida  United States","75""",205 lb ( 93 kg ),"43""",,33,"6' 1"" ( 185 cm )","Fairfield , California United States",
Alistair Overeem,"Power, athleticism, experience, striking",http://www.ufc.com/fighter/alistair-Overeem,"43-16-0, 1NC",,The Demolition Man,,Amsterdam The Netherlands,"80""",265 lb ( 120 kg ),"44""",//media.ufc.tv/fighter_images/Alistair_Overeem/OVEREEM_ALISTAIR.png,37,"6' 4"" ( 193 cm )",The Netherlands,
Daniel Omielanczuk,"Strength, cardio, standup",http://www.ufc.com/fighter/daniel-Omielanczuk,"19-8-1, 1NC",,,,Warsaw Poland,"74""",247 lb ( 112 kg ),"41""",//media.ufc.tv/fighter_images/Daniel_Omielanczuk/OMIELANCZUK_DANIEL.png,35,"6' 0"" ( 182 cm )","Sokolow, Podlaski Poland",
Aleksei Oleinik,Sambo,http://www.ufc.com/fighter/oleksiy-Oliynyk,52-11-1,,The Boa Constrictor,,Moscow Russia,"80""",240 lb ( 109 kg ),"45""",//media.ufc.tv/fighter_images/Aleskei_Oleinik/OLEINIK_ALEKSEI.png,40,"6' 2"" ( 187 cm )",Moscow Russia,
John  Makdessi,Well-Rounded,http://www.ufc.com/fighter/john-makdessi,15-6-0,,The Bull,,"Montreal, Quebec Canada","68""",155 lb ( 70 kg ),"38""",//media.ufc.tv/fighter_images/John_Makdessi/MAKDESSI_JOHN.png,32,"5' 8"" ( 172 cm )","Halifax, Nova Scotia Canada",
Francis Ngannou,"Fast, strong, smart",http://www.ufc.com/fighter/francis-ngannou,11-2-0,,The Predator,,Las Vegas United States,"83""",250 lb ( 113 kg ),"44""",//media.ufc.tv/fighter_images/Francis_Ngannou/NGANNOU_FRANCIS.png,31,"6' 4"" ( 193 cm )",Batie Cameroon,
Frank Mir,"Great submissions, improved striking, two-time heavyweight champion",http://www.ufc.com/fighter/frank-Mir,18-11-0,,,,"Las Vegas, Nevada USA","79""",264 lb ( 119 kg ),"43""",//media.ufc.tv/fighter_images//Frank_Mir/MIR_FRANK_AC.png,38,"6' 3"" ( 190 cm )","Las Vegas, Nevada USA",
Stipe Miocic,Speed,http://www.ufc.com/fighter/stipe-Miocic,18-2-0,,,Communications/Marketing,"Independence, Ohio United States","80""",240 lb ( 109 kg ),"39""",//media.ufc.tv/fighter_images/Stipe_Miocic/MIOCIC_STIPE.png,35,"6' 4"" ( 193 cm )","Euclid, Ohio United States",Cleveland State University
Bojan Mihajlovic,Ground game,http://www.ufc.com/fighter/bojan-mihajlovic,10-5-0,,,,Odzaci Serbia,"73""",205 lb ( 93 kg ),"41""",//media.ufc.tv/fighter_images/Bojan_Mihajlovic/MIHAJLOVIC_BOJAN.png,38,"5' 11"" ( 180 cm )",Odzaci Serbia,
Don'Tale Mayes,,http://www.ufc.com/fighter/don-Tale-Mayes,3-2-0,,King Kong,,"Louisville, Kentucky United States",,251 lb ( 114 kg ),,,26,"6' 5"" ( 195 cm )","Louisville, Kentucky United States",
James Mulheron,Cardio and speed,http://www.ufc.com/fighter/james-Mulheron,11-2-0,,Juggernaut,,Sunderland England,"73""",243 lb ( 110 kg ),"41""",//media.ufc.tv/fighter_images/James_Mulheron/MULHERON_JAMES.png,30,"5' 10"" ( 177 cm )",South Shields England,
Roy Nelson,"Grappling, world-class experience, KO power",http://www.ufc.com/fighter/roy-Nelson,23-14-0,"Whoever fights me, they'll go, 'I'll never fight Roy Nelson again.",Big Country,,"Las Vegas, Nevada United States","72""",263 lb ( 119 kg ),"44""",//media.ufc.tv/fighter_images/Roy_Nelson/NELSON_ROY.png,41,"6' 0"" ( 182 cm )","Las Vegas, Nevada United States",
Ruslan Magomedov,Striking technique,http://www.ufc.com/fighter/ruslan-Magomedov,14-1-0,,Leopard,,The Republic of Dagestan Russia,"78""",242 lb ( 109 kg ),,//media.ufc.tv/fighter_images/Ruslan_Magomedov/MAGOMEDOV_RUSLAN.png,31,"6' 3"" ( 190 cm )",The Republic of Dagestan Russia,
Walt Harris,"Striking, athleticism, explosiveness, KO power",http://www.ufc.com/fighter/walt-Harris,10-7-0,,The Big Ticket,,"Birmingham, Alabama United States","77""",250 lb ( 113 kg ),"47""",//media.ufc.tv/fighter_images/Walt_Harris/HARRIS_WALT.png,34,"6' 5"" ( 195 cm )","Birmingham, Alabama United States",
Mark Hunt,"Resilience, ability to adapt, power",http://www.ufc.com/fighter/mark-hunt,"13-12-1, 1NC",,Super Samoan,,Sydney Australia,"72""",265 lb ( 120 kg ),"43""",//media.ufc.tv/fighter_images/Mark_Hunt/HUNT_MARK.png,44,"5' 10"" ( 177 cm )",South Auckland New Zealand,
Luis Henrique,"Toughness, grappling technique, well-rounded",http://www.ufc.com/fighter/luis-henrique,"10-4-0, 1NC",,KLB,,Rio de Janerio Brazil,"74""",243 lb ( 110 kg ),,//media.ufc.tv/fighter_images/Luiz_Henrique/HENRIQUE_LUIS.png,24,"6' 2"" ( 187 cm )",Rio de Janeiro Brazil,
Allen Crowder,,http://www.ufc.com/fighter/allen-Crowder,"9-3-0, 1NC",,Pretty Boy,,"Mebane, North Carolina United States","76""",245 lb ( 111 kg ),,//media.ufc.tv/fighter_images/Allen_Crowder/CROWDER_ALLEN.png,28,"6' 3"" ( 190 cm )","Burlington , North Carolina United States",
Anthony Hamilton,Wrestling,http://www.ufc.com/fighter/anthony-Hamilton,15-9-0,,Freight Train,,"Albuquerque, New Mexico United States","76""",260 lb ( 118 kg ),"45""",//media.ufc.tv/fighter_images//Anthony_Hamilton/1HAMILTON_ANTHONY.png,38,"6' 5"" ( 195 cm )","Kent, Washington United States",
Derrick Lewis,Heart,http://www.ufc.com/fighter/derrick-Lewis,"19-5-0, 1NC",,The Black Beast,,"Houston, Texas United States","79""",260 lb ( 118 kg ),"43""",//media.ufc.tv/fighter_images/Derrick_Lewis/LEWIS_DERRICK.png,33,"6' 3"" ( 190 cm )","New Orleans, Louisiana United States",
Justin Ledet,"Jiu-Jitsu, Boxing",http://www.ufc.com/fighter/justin-ledet,"9-0-0, 1NC",,El Blanco,,"Rosharon, Texas USA","80""",240 lb ( 109 kg ),"43""",//media.ufc.tv/fighter_images//Justin_Ledet/1LEDET_JUSTIN.png,29,"6' 4"" ( 193 cm )","Rosharon, Texas USA",
Rashad Coulter,Boxing,http://www.ufc.com/fighter/rashad-Coulter,8-3-0,,Daywalker,,"Dallas, Texas United States","79""",245 lb ( 111 kg ),,//media.ufc.tv/fighter_images/Rashad_Coulter/COULTER_RASHAD.png,36,"5' 11"" ( 180 cm )","Newton, North Carolina United States",
Christian Colombo,Muay Thai,http://www.ufc.com/fighter/christian-colombo,8-3-1,,Godzilla,,Copenhagen Denmark,"80""",265 lb ( 120 kg ),"48""",//media.ufc.tv/fighter_images/Christian_Colombo/COLOMBO_CHRISTIAN.png,37,"6' 5"" ( 195 cm )",Copenhagen Denmark,
Travis Browne,"Striking, well-rounded ground game, size",http://www.ufc.com/fighter/travis-Browne,18-7-1,,Hapa,,"San Diego, California United States","79""",255 lb ( 115 kg ),"45""",//media.ufc.tv/fighter_images/Travis_Browne/BROWNE_TRAVIS.png,35,"6' 7"" ( 200 cm )","Honolulu, Hawaii United States",
Zu Anyanwu,Power,http://www.ufc.com/fighter/zu-Anyanwu,14-5-0,,8th Wonder,,"Langhorne, Pennsylvania","77""",240 lb ( 109 kg ),"41""",//media.ufc.tv/fighter_images//Zu_Anyanwu/ANYANWU_ZU.png,36,"6' 1"" ( 185 cm )","Trenton, New Jersey United States",
Curtis Blaydes,"Cardio, stength, aggression",http://www.ufc.com/fighter/curtis-Blaydes,"9-1-0, 1NC",,Razor,,"Chicago, Illinois  United States","80""",265 lb ( 120 kg ),"46""",//media.ufc.tv/fighter_images/Curtis_Blaydes/BLAYDES_CURTIS.png,27,"6' 4"" ( 193 cm )","Chicago, Illinois United States",
Cyril Asker,"Wrestling, ground game, good chin",http://www.ufc.com/fighter/cyril-asker,9-4-0,,Silverback,,Avignon France,"74""",247 lb ( 112 kg ),"42""",//media.ufc.tv/fighter_images/Cyril_Asker/ASKER_CYRIL.png,32,"6' 0"" ( 182 cm )",Avignon France,
Junior Albini,Heart,http://www.ufc.com/fighter/junior-Albini,14-3-0,,Baby,,"Paranagua, Parana Brazil","74""",265 lb ( 120 kg ),"42""",//media.ufc.tv/fighter_images/junior_albini/ALBINI_JUNIOR.png,27,"6' 3"" ( 190 cm )","Paragagua, Parana Brazil",
Josh Barnett,"Well-rounded, experienced",http://www.ufc.com/fighter/josh-Barnett,35-8-0,,The Warmaster,,"Fullerton, California USA","78""",250 lb ( 113 kg ),"43""",//media.ufc.tv/fighter_images/Josh_Barnett/BARNETT_JOSH.png,40,"6' 3"" ( 190 cm )","Seattle, Washington USA",
Andrei Arlovski,"Dangerous striker, good grappler",http://www.ufc.com/fighter/andrei-Arlovski,"27-15-0, 1NC",,The Pit Bull,,"Chicago, Illinois United States","77""",240 lb ( 109 kg ),"44""",//media.ufc.tv/fighter_images/Andrei_Arlovski/ARLOVSKI_ANDREI.png,39,"6' 3"" ( 190 cm )",Minsk Belarus,
Alexa Grasso,Striking,http://www.ufc.com/fighter/alexa-grasso,10-1-0,,,,"Guadalajara, Jalisco Mexico","66""",115 lb ( 52 kg ),"37""",//media.ufc.tv/fighter_images/Alexa_Grasso/GRASSO_ALEXA.png,24,"5' 5"" ( 165 cm )","Guadalajara, Jalisco Mexico",
Jeremy Kimball,"Striking, speed",http://www.ufc.com/fighter/jeremy-Kimball,15-7-0,,Grizzly,,"Colorado Springs, Colorado United States","72""",205 lb ( 93 kg ),"41""",//media.ufc.tv/fighter_images/Jeremy_Kimball/KIMBALL_JEREMY.png,27,"6' 0"" ( 182 cm )","Burlington, Vermont United States",
Felice Herrig,"Well-rounded, sets fast pace, good stamina",http://www.ufc.com/fighter/felice-Herrig,14-7-0,,Lil Bulldog,,"Crystal Lake, Illinois United States","65""",115 lb ( 52 kg ),"36""",//media.ufc.tv/fighter_images/Felice_Herrig/1HERRIG_FELICE.png,33,"5' 4"" ( 162 cm )","Chicago, Illinois United States",
Israel Adesanya,"Creativity, open mind",http://www.ufc.com/fighter/israel-Adesanya,13-0-0,,The Last Stylebender,,Auckland New Zealand,"80""",185 lb ( 84 kg ),"44""",//media.ufc.tv/fighter_images/Israel_Adesanya/ADESANYA_ISRAEL.png,28,"6' 4"" ( 193 cm )",Lagos Nigeria,
Mackenzie Dern,BJJ,http://www.ufc.com/fighter/mackenzie-dern,6-0-0,,,,"Glendale, Arizona United States","63""",115 lb ( 52 kg ),"37""",//media.ufc.tv/fighter_images/Mackenzie_Dern/DERN_MACKENZIE.png,25,"5' 4"" ( 162 cm )","Glendale, Arizona United States",
Pearl Gonzalez,Grappling,http://www.ufc.com/fighter/pearl-gonzalez,6-2-0,,,,"Chicago, Illinois United States",,115 lb ( 52 kg ),,//media.ufc.tv/fighter_images/Pearl_Gonzalez/GONZALEZ_PEARL.png,31,"5' 4"" ( 162 cm )","Chicago, Illinois United States",
Claudia Gadelha,"Strength, Jiu-Jitsu",http://www.ufc.com/fighter/claudia-Gadelha,15-3-0,,Claudinha,,Rio de Janeiro Brazil,"63""",115 lb ( 52 kg ),"32""",//media.ufc.tv/fighter_images//Claudia_Gadalha/1GADELHA_CLAUDIA.png,29,"5' 4"" ( 162 cm )","Mossoro, Rio Grande do Norte Brazil",
Jose Aldo,"Very strong ground game, knockout power, stamina",http://www.ufc.com/fighter/jose-Aldo,26-4-0,,,,Rio de Janeiro Brazil,"70""",145 lb ( 65 kg ),"40""",//media.ufc.tv/fighter_images/Jose_Aldo/ALDO_JOSE.png,31,"5' 7"" ( 170 cm )",Manaus Brazil,
Jodie Esquibel,Well-rounded,http://www.ufc.com/fighter/jodie-Esquibel,6-3-0,,,,"Albuquerque, New Mexico United States","64""",115 lb ( 52 kg ),"37""",//media.ufc.tv/fighter_images/jodie_Esquibel/ESQUIBEL_JODIE.png,31,"5' 3"" ( 160 cm )","Albuquerque, New Mexico United States",
Sam Alvey,"I have a strong wrestling base and I hit really hard. I also have an ""of the night"" style",http://www.ufc.com/fighter/sam-Alvey,"32-10-0, 1NC",,Smile'N,,"Temecula, California United States","75""",205 lb ( 93 kg ),"42""",//media.ufc.tv/fighter_images/Sam_Alvey/ALVEY_SAM-02-26-18.png,31,"6' 2"" ( 187 cm )","Milwaukee, Wisconsin United States",
Shamil Abdurakhimov,Wrestling and boxing,http://www.ufc.com/fighter/shamil-abdurakhimov,18-4-0,,Abrek,,Dagestan Russia,"76""",235 lb ( 106 kg ),"41""",//media.ufc.tv/fighter_images/Shamil_Abdurakihimov/ABDURAKHIMOV_SHAMIL.png,36,"6' 3"" ( 190 cm )",Dagestan Russia,
Carla Esparza,"Wrestling, ground-and-pound, boxing",http://www.ufc.com/fighter/carla-Esparza,14-4-0,,Cookie Monster,,"Irvine, California United States","63""",115 lb ( 52 kg ),"35""",//media.ufc.tv/fighter_images/Carla_Esparza/ESPARZA_CARLA.png,30,"5' 1"" ( 154 cm )","Los Angeles, California United States",
Ashley Yoder,Well-rounded,http://www.ufc.com/fighter/ashley-yoder,5-4-0,,SpiderMonkey,,"Temecula, California United States","69""",115 lb ( 52 kg ),"37""",//media.ufc.tv/fighter_images/Ashley_Yoder/YODER_ASHLEY.png,30,"5' 7"" ( 170 cm )","Indianapolis, Indiana United States",
Yan Xiaonan ,Striking,http://www.ufc.com/fighter/xiaonan-Yan,"8-1-0, 1NC",,Nine,,Beijing China,"63""",115 lb ( 52 kg ),"37""",//media.ufc.tv/fighter_images/Yan_Xiaonan/YAN_XIAONAN.png,28,"5' 5"" ( 165 cm )",Liaoning China,
Tecia Torres,"Fast and explosive striker, very athletic",http://www.ufc.com/fighter/tecia-Torres,10-2-0,,The Tiny Tornado,,"Colorado Springs, Colorado United States","60""",115 lb ( 52 kg ),"35""",//media.ufc.tv/fighter_images/Tecia_Torres/TORRES_TECIA-02-26-18.png,28,"5' 1"" ( 154 cm )","Fall River, Massachusetts United States",
Jamie Colleen,"Striking, power, speed",http://www.ufc.com/fighter/jamie-Colleen,4-1-0,,,,"Philadelphia, Pennsylvania United States","65""",115 lb ( 52 kg ),,,32,"5' 3"" ( 160 cm )","Huntington, West Virginia United States",
Michelle Waterson,"Well-rounded, flexibility, speed",http://www.ufc.com/fighter/michelle-waterson,15-6-0,,The Karate Hottie,,"Albuquerque, New Mexico United States","62""",115 lb ( 52 kg ),"35""",//media.ufc.tv/fighter_images/Michelle_Waterson/WATERSON_MICHELLE.png,32,"5' 3"" ( 160 cm )","Aurora, Colorado United States",
Amanda Cooper,"Powerful, switches stances, unpredictable, good guard submissions",http://www.ufc.com/fighter/amanda-cooper,4-3-0,,ABC,,"Bath, Michigan United States","64""",115 lb ( 52 kg ),"36""",//media.ufc.tv/fighter_images/Amanda_Cooper/COOPER_AMANDA.png,26,"5' 3"" ( 160 cm )","Lansing, Michigan United States",
Nadia Kassem,"Boxing, wrestling.",http://www.ufc.com/fighter/nadia-Kassem,5-0-0,,,,Wentworthville Austrália,"66""",115 lb ( 52 kg ),"38""",//media.ufc.tv/fighter_images/Nadia_Kassem/KASSEM_NADIA.png,22,"5' 5"" ( 165 cm )",Sydney Austrália,
Chanmi Jeon,"Muay Thai, striking",http://www.ufc.com/fighter/chan-mi-jeon,5-2-0,,Ottogi Girl,,Seoul South Korea,"67""",115 lb ( 52 kg ),"39""",//media.ufc.tv/fighter_images//Chanmi_Jeon/1JEON_CHAN-MI.png,20,"5' 6"" ( 167 cm )",Seoul South Korea,
Joanna Jedrzejczyk,"Muay Thai, boxing",http://www.ufc.com/fighter/joanna-Jedrzejczyk,14-2-0,,,,Olsztyn Poland,"65""",115 lb ( 52 kg ),"35""",//media.ufc.tv/fighter_images/Joanna-Jedrzejczyk/JEDRZEJCZYK_JOANNA.png,30,"5' 6"" ( 167 cm )",Olsztyn Poland,
Angela Hill,Striking,http://www.ufc.com/fighter/angela-Hill,8-4-0,,Overkill,,"San Diego, California United States","64""",115 lb ( 52 kg ),"38""",//media.ufc.tv/fighter_images/Angela_Hill/HILL_ANGELA.png,33,"5' 3"" ( 160 cm )","Clinton, Maryland United States",
Heather Jo Clark,"Athletic, strong stand-up, grappling",http://www.ufc.com/fighter/heather-Clark,7-6-0,,Hurricane,,"Las Vegas, Nevada USA","64""",115 lb ( 52 kg ),"38""",//media.ufc.tv/fighter_images/Heather_Clark/JO-CLARK_HEATHER.png,37,"5' 6"" ( 167 cm )","Los Angeles, California USA",
Alex Chambers,"Speed, footwork",http://www.ufc.com/fighter/alex-Chambers,5-4-0,,Astro Girl,,Sydney Australia,"63""",115 lb ( 52 kg ),"36""",//media.ufc.tv/fighter_images/Alex_Chambers/CHAMBERS_ALEX.png,39,"5' 3"" ( 160 cm )",Sydney Australia,
Cortney Casey,Well-rounded,http://www.ufc.com/fighter/cortney-casey,7-5-0,,Cast Iron,,"Phoenix, Arizona United States","67""",115 lb ( 52 kg ),,//media.ufc.tv/fighter_images/Cortney_Casey_Sanchez/CASEY_CORTNEY.png,30,"5' 7"" ( 170 cm )","Tucson, Arizona United States",
Cynthia Calvillo,Grappling,http://www.ufc.com/fighter/cynthia-calvillo,6-1-0,,,,"Sacramento, California United States","64""",115 lb ( 52 kg ),"37""",//media.ufc.tv/fighter_images/Cynthia_Calvillo/CAVILLO_CYNTHIA.png,30,"5' 4"" ( 162 cm )","San Jose, California United States",
Danielle Taylor,Well-rounded,http://www.ufc.com/fighter/danielle-taylor,9-3-0,,Dynamite,,"Van Nuys, California United States","60""",115 lb ( 52 kg ),"33""",//media.ufc.tv/fighter_images/Danielle_Taylor/TAYLOR_DANIELLE.png,28,"5' 0"" ( 152 cm )","Lancaster, California United States",
Tatiana Suarez,Well-rounded,http://www.ufc.com/fighter/tatiana-saurez,6-0-0,,,,"Rancho Cucamonga, California USA","67""",115 lb ( 52 kg ),,//media.ufc.tv/fighter_images/Tatiana_Suarez/SUAREZ_TATIANA.png,27,"5' 5"" ( 165 cm )","Bellflower, California USA",
Maia Stevenson,Striking and submissions,http://www.ufc.com/fighter/maia-Stevenson,6-5-0,,,,"San Diego, California United States","62""",115 lb ( 52 kg ),"36""",//media.ufc.tv/fighter_images/Polyana_Viana/STEVENSON_MAIA.png,36,"5' 4"" ( 162 cm )","San Diego, California United States",
Livinha Souza,,http://www.ufc.com/fighter/livinha-Souza,11-1-0,,,,Sao Paulo Brazil,,115 lb ( 52 kg ),,//media.ufc.tv/fighter_images/Shadow/UFCWomen_Headshot.png,27,"5' 4"" ( 162 cm )",,
Jessica Penne,"Submissions, composure, well-rounded",http://www.ufc.com/fighter/jessica-Penne,12-6-0,,,,"Huntington Beach, California United States","67""",115 lb ( 52 kg ),"38""",//media.ufc.tv/fighter_images/Jessica_Penne/PENNE_JESSICA_NASHVILLE.png,35,"5' 5"" ( 165 cm )","Newport Beach, California United States",
Rose Namajunas,"Jiu-Jitsu, Striking",http://www.ufc.com/fighter/rose-Namajunas,9-3-0,,Thug,,"Denver, Colorado United States","65""",115 lb ( 52 kg ),"39""",//media.ufc.tv/fighter_images/Rose_Namajunas/1NAMAJUNAS_ROSE.png,25,"5' 5"" ( 165 cm )","Milwaukee, Wisconsin United States",
Maryna Moroz,Physical strength,http://www.ufc.com/fighter/maryna-moroz,8-3-0,,Iron Lady,,Volnogorsk Ukraine,"67""",115 lb ( 52 kg ),"37""",//media.ufc.tv/fighter_images/Maryna_Moroz/MOROZ_MARYNA-02-24-18.png,26,"5' 7"" ( 170 cm )",Volnogorsk Ukraine,
Randa Markos,"Heart, determination and grappling",http://www.ufc.com/fighter/randa-Markos,8-6-0,,Quiet Storm,,"Windsor, Ontario Canada","63""",115 lb ( 52 kg ),"39""",//media.ufc.tv/fighter_images/Randa_Markos/MARKOS_RANDA.png,32,"5' 4"" ( 162 cm )",Baghdad Iraq,
Juliana Lima,"Muay Thai, ground and pound and takedowns",http://www.ufc.com/fighter/juliana-Lima,9-5-0,,Ju Thai,,"Belo Horizonte, MG Brazil","65""",115 lb ( 52 kg ),"39""",//media.ufc.tv/fighter_images/Julianna-Lima/LIMA_JULIANA.png,36,"5' 5"" ( 165 cm )","Belo Horizonte, MG Brazil",
Tina Lahdemaki,"Versatility, ruggedness, pressure resistance",http://www.ufc.com/fighter/tina-Lahdemaki,5-1-0,,Jelly Bean,,Hyvinkaa Finland,"62""",115 lb ( 52 kg ),,//media.ufc.tv/fighter_images/Tina_Lahdemaki/TinaLahdemaki_Headshot.png,29,"5' 2"" ( 157 cm )",Turku Finland,
Joanne Calderwood,"Dedication, striking, Muay Thai",http://www.ufc.com/fighter/joanne-Calderwood,11-3-0,,JoJo,,Glasgow Scotland,"65""",115 lb ( 52 kg ),"38""",//media.ufc.tv/fighter_images/Joanne_Calderwood/CALDERWOOD_JOANNE.png,32,"5' 6"" ( 167 cm )",Irvine Scotland,
Karolina Kowalkiewicz,"Versatility, strong mental game",http://www.ufc.com/fighter/karolina-kowalkiewicz,12-2-0,,,,Lodz Poland,"64""",115 lb ( 52 kg ),"38""",//media.ufc.tv/fighter_images/Karolina_Kowalkiewicz/KOWALKIEWICZ_KAROLINA.png,32,"5' 3"" ( 160 cm )",Lodz Poland,
Syuri Kondo,,http://www.ufc.com/fighter/syuri-Kondo,6-0-0,,,,,"66""",115 lb ( 52 kg ),,//media.ufc.tv/fighter_images//Syuri_Kondo/1KONDO_SYURI.png,29,"5' 4"" ( 162 cm )",,
Jessica Andrade,"Kicks, ground and pound",http://www.ufc.com/fighter/jessica-Andrade,18-6-0,,Bate Estaca,,"Niteroi, Rio de Janeiro Brazil","62""",115 lb ( 52 kg ),"35""",//media.ufc.tv/fighter_images//Jessica_Andrade/1ANDRADE_JESSICA.png,26,"5' 2"" ( 157 cm )","Umuarama, Parana Brazil",
Poliana Botelho,Striking,http://www.ufc.com/fighter/poliana-botelho,5-1-0,,,,Rio de Janeiro Brazil,,115 lb ( 52 kg ),,//media.ufc.tv/fighter_images/Poliana_Botelho/BOTELHO_POLIANA.png,29,"5' 8"" ( 172 cm )",Minas Gerais Brazil,
Nina Ansaroff,"Well-rounded, powerful striker",http://www.ufc.com/fighter/nina-ansaroff,8-5-0,,,,"Weston, FL USA","64""",115 lb ( 52 kg ),"39""",//media.ufc.tv/fighter_images/Nina_Ansaroff/ANSAROFF_NINA.png,32,"5' 5"" ( 165 cm )","Weston, Florida USA",
Alexandra Albu,"Striking, judo, karate",http://www.ufc.com/fighter/alexandra-Albu,7-0-0,,Stitch,,Moscow Russia,"62""",115 lb ( 52 kg ),"35""",//media.ufc.tv/fighter_images/Alexandra_Albu/ALBU_ALEXANDRA.png,27,"5' 3"" ( 160 cm )",Moscow Russia,
JJ Aldrich,Striking,http://www.ufc.com/fighter/jj-aldrich,6-2-0,,,,"Westminster, Colorado United States","67""",115 lb ( 52 kg ),"37""",//media.ufc.tv/fighter_images/JJ_Aldrich/ALDRICH_JJ.png,25,"5' 5"" ( 165 cm )","Denver, Colorado United States",
Lauren Murphy,"Strong, tough, huge heart",http://www.ufc.com/fighter/lauren-Murphy,10-3-0,,Lucky,,"Glendale, Arizona United States","67""",125 lb ( 56 kg ),"38""",//media.ufc.tv/fighter_images/Lauren_Murphy/MURPHY_LAUREN_2017.png,34,"5' 7"" ( 170 cm )","Anchorage, Alaska United States",
Lauren Mueller,"Grappling, striking",http://www.ufc.com/fighter/lauren-Mueller,6-0-0,,Princess Tiger,,"San Diego, California United States","67""",125 lb ( 56 kg ),"38""",//media.ufc.tv/fighter_images/Lauren_Mueller/MUELLER_LAUREN.png,26,"5' 5"" ( 165 cm )","Escondido, California United States",
Jessica Aguilar,Well-rounded,http://www.ufc.com/fighter/jessica-aguilar,19-6-0,,Jag,,"Coconut Creek, Florida United States","63""",115 lb ( 52 kg ),"35""",//media.ufc.tv/fighter_images/Jessica_Aguilar/AGUILAR_JESSICA_211.png,35,"5' 4"" ( 162 cm )","Houston , Texas United States",
Nicco Montano,Wrestling defense,http://www.ufc.com/fighter/nicco-Montano,5-2-0,,,,"Albuquerque, New Mexico United States",,125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Nicco_Montano/MONTANO_NICCO.png,29,"5' 5"" ( 165 cm )","Shiprock, New Mexico United States",
Roxanne Modafferi,Jiu-jitsu,http://www.ufc.com/fighter/roxanne-Modafferi,21-15-0,,The Happy Warrior,,"Las Vegas, Nevada USA",,125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Roxanne_Modafferi/MODAFFERI_ROXANNE.png,35,"5' 7"" ( 170 cm )","Wilmington, Delware United States",
Jennifer Maia,,http://www.ufc.com/fighter/jennifer-Maia,15-4-1,,,,,,125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Shadow/UFCWomen_Headshot.png,29,"5' 4"" ( 162 cm )",,
Andrea Lee,,http://www.ufc.com/fighter/andrea-Lee,8-2-0,,KGB,,,,125 lb ( 56 kg ),,//media.ufc.tv/fighter_images/Shadow/UFCWomen_Headshot.png,29,"5' 7"" ( 170 cm )",,
Justine Kish,"Muay Thai, Striking",http://www.ufc.com/fighter/justine-Kish,6-2-0,,,,"Cramerton, North Carolina United States","64""",125 lb ( 56 kg ),"36""",//media.ufc.tv/fighter_images/Justine_Kish/KISH_JUSTINE.png,30,"5' 5"" ( 165 cm )",St. Petersburgh Russia,
